"Restaurant.Name","City","Average.Cost.for.two","Has.Table.booking","Has.Online.delivery","Is.delivering.now","Votes","Aggregate.rating","Rating.text","Cuisine.code"
"The Hunger End","Faridabad",500,0,0,0,4,3,"Average",52
"Anupam Sweets & Restaurant","Faridabad",450,0,1,0,10,3,"Average",52
"Caramel","Faridabad",600,0,0,0,9,2.9,"Average",52
"Chaska Restaurant","Faridabad",650,0,0,0,24,3.2,"Average",52
"Club Pizzeria","Faridabad",550,0,1,0,19,3.4,"Average",56
"Gupha","Faridabad",500,0,0,0,8,2.9,"Average",52
"Indian Gourmet","Faridabad",450,0,0,0,8,3,"Average",52
"Tandoori Zaaika's","Faridabad",500,0,1,0,39,3.2,"Average",52
"TCD Cake & Bake","Faridabad",300,0,0,0,10,3.1,"Average",7
"The Grill Darbar","Faridabad",500,0,0,0,17,3.3,"Average",52
"Urban Cuisine","Faridabad",500,0,1,0,37,3.4,"Average",52
"Mister Mughal","Faridabad",600,0,1,0,33,3.5,"Good",48
"The Hub","Faridabad",200,0,0,0,9,3.1,"Average",7
"Aggarwal Sweets Centre","Faridabad",100,0,0,0,4,2.9,"Average",46
"Bawarchi","Faridabad",550,0,0,0,14,3,"Average",52
"D ART of Flavour","Faridabad",500,0,0,0,13,2.8,"Average",52
"Italia Cafe by Aura","Faridabad",400,0,0,0,5,2.8,"Average",22
"Pizza Street","Faridabad",550,0,1,0,12,2.6,"Average",22
"Rock Cafe","Faridabad",550,0,0,0,8,3,"Average",52
"Sardaar Ji Chaap & Rolls","Faridabad",300,0,0,0,7,3.1,"Average",52
"Spice Wok","Faridabad",600,0,0,0,18,3.1,"Average",52
"Vrindavan Sweets & Restaurant","Faridabad",350,0,0,0,22,3,"Average",52
"Yummy Cake","Faridabad",400,0,0,0,4,3,"Average",7
"Bakers Delight - The Atrium","Faridabad",700,0,0,0,10,3,"Average",7
"On The Rocks - The  Atrium","Faridabad",1400,1,0,0,18,3.1,"Average",23
"World Cafe - Vibe by The LaLiT Traveller","Faridabad",1900,1,0,0,56,3.3,"Average",52
"Chaudhary Ke Mashhoor Paranthe","Ghaziabad",150,0,0,0,14,2.8,"Average",52
"Thakur Bakers","Ghaziabad",150,0,0,0,6,3,"Average",7
"FoodByMom","Ghaziabad",300,0,1,0,161,3.6,"Good",52
"Mr. Brown","Ghaziabad",500,0,1,0,52,3.9,"Good",22
"9 Mars Lounge","Ghaziabad",2500,1,0,0,184,2.5,"Average",52
"Barista","Ghaziabad",650,0,1,0,33,3.4,"Average",15
"Baskin Robbins","Ghaziabad",300,0,1,0,27,3.3,"Average",30
"Burger King","Ghaziabad",500,0,1,0,327,3.4,"Average",13
"Cafe Coffee Day","Ghaziabad",450,0,0,0,63,3.2,"Average",15
"Chinese X'Press","Ghaziabad",600,0,0,0,16,2.9,"Average",17
"Cinch","Ghaziabad",1500,1,0,0,92,2.6,"Average",52
"Costa Coffee","Ghaziabad",600,0,0,0,60,3.3,"Average",15
"Domino's Pizza","Ghaziabad",700,0,0,0,17,3.2,"Average",56
"Dosa X'press","Ghaziabad",500,0,0,0,6,3,"Average",63
"Kebab Xpress","Ghaziabad",600,0,0,0,14,2.7,"Average",52
"Let's Noodle","Ghaziabad",700,0,1,0,181,2.6,"Average",17
"McDonald's","Ghaziabad",500,0,1,0,150,3.3,"Average",22
"Mx Corn","Ghaziabad",100,0,0,0,7,3.1,"Average",22
"Dunkin' Donuts","Ghaziabad",600,0,1,0,252,3.6,"Good",13
"Haldiram's","Ghaziabad",600,0,0,0,187,3.6,"Good",52
"Pind Balluchi","Ghaziabad",1000,1,1,0,322,1.8,"Poor",52
"Maini Restaurant","Ghaziabad",400,0,0,0,114,3.3,"Average",52
"The Dosa King","Ghaziabad",550,0,1,0,80,3.2,"Average",63
"Baba Au Rhum","Goa",800,0,0,0,280,4.5,"Excellent",32
"Burger Factory","Goa",1100,0,0,0,415,4.8,"Excellent",22
"Club Cubana","Goa",2000,0,0,0,646,4.4,"Very Good",23
"Curlies","Goa",1500,0,0,0,1681,3.5,"Good",18
"La Plage","Goa",800,0,0,0,302,4.6,"Excellent",61
"St. Anthony's","Goa",1100,0,0,0,911,3.8,"Good",52
"Britto's Bar & Restaurant","Goa",1400,0,0,0,2191,4.3,"Very Good",52
"Fat Fish","Goa",1000,0,0,0,856,4.2,"Very Good",52
"Martin's Corner","Goa",1600,0,0,0,1115,4.4,"Very Good",25
"Infantaria","Goa",800,0,0,0,1221,3.7,"Good",32
"Souza Lobo","Goa",1300,0,0,0,918,4.3,"Very Good",52
"Fisherman's Cove","Goa",700,0,0,0,601,3.8,"Good",25
"Calamari","Goa",800,0,0,0,414,4.2,"Very Good",25
"The Fisherman's Wharf","Goa",1100,0,0,0,555,4.6,"Excellent",18
"LPK Waterfront","Goa",1500,0,0,0,516,3.7,"Good",23
"Ritz Classic","Goa",600,0,0,0,840,4.5,"Excellent",25
"The Black Sheep Bistro","Goa",1500,0,0,0,681,4.7,"Excellent",61
"Cafe Al Fresco by Cantina Bodega","Goa",800,0,0,0,265,4.3,"Very Good",15
"The Fisherman's Wharf","Goa",1100,0,0,0,323,4.4,"Very Good",18
"Antares","Goa",2000,0,0,0,367,4.2,"Very Good",61
"K Lab","Gurgaon",350,0,0,0,16,3.4,"Average",15
"Pind Balluchi","Gurgaon",800,1,1,0,80,2.7,"Average",52
"Punjab Grill","Gurgaon",2000,1,1,0,1887,4.3,"Very Good",52
"Zambar","Gurgaon",1400,1,1,0,802,4,"Very Good",63
"Cakes & More","Gurgaon",250,0,0,0,4,3,"Average",7
"Kwality Wall's Swirl's","Gurgaon",200,0,0,0,5,3,"Average",30
"Yo! Dimsum","Gurgaon",200,0,0,0,10,3,"Average",17
"Red","Gurgaon",1200,0,1,0,57,3,"Average",33
"Rocketchefs","Gurgaon",500,0,1,0,4,3.1,"Average",56
"The Fresh Chicken Store","Gurgaon",350,0,0,0,4,2.9,"Average",59
"Club Tokyo - Best Western Skycity Hotel","Gurgaon",1500,1,0,0,13,2.8,"Average",33
"Lattitude - Skycity Hotel","Gurgaon",2500,1,0,0,15,2.9,"Average",52
"Bisque Bakery","Gurgaon",500,0,1,0,415,3.9,"Good",7
"Behrouz Biryani","Gurgaon",600,0,1,0,36,3.4,"Average",11
"Domino's Pizza","Gurgaon",700,0,0,0,104,3.4,"Average",56
"Giani","Gurgaon",400,0,1,0,70,3.4,"Average",30
"PizzaVito","Gurgaon",900,1,1,0,218,3.3,"Average",32
"Shawarma House","Gurgaon",500,0,1,0,225,3.4,"Average",38
"Subway","Gurgaon",500,0,1,0,150,2.5,"Average",1
"Asian Bistro","Gurgaon",1600,1,1,0,184,3.8,"Good",17
"BBQ Factory","Gurgaon",1400,1,1,0,146,3.9,"Good",52
"Faaso's","Gurgaon",600,0,1,0,33,3.6,"Good",52
"Chaayos","Gurgaon",400,0,1,0,48,4.3,"Very Good",15
"Mosaic - Country Inn & Suites","Gurgaon",1500,1,0,0,91,3.8,"Good",52
"60 ML - Country Inn & Suites by Carlson","Gurgaon",1000,1,0,0,7,3,"Average",23
"Mosaic - Country Inn & Suites by Carlson","Gurgaon",1800,1,0,0,37,3.5,"Good",18
"Big Shot Bar - Country Inn & Suites","Gurgaon",2200,1,0,0,32,3.5,"Good",17
"Mosaic - Country Inn & Suites By Carlson","Gurgaon",1300,1,0,0,19,3.4,"Average",52
"Downtown Kitchen & Bar - Courtyard by Marriott","Gurgaon",2700,0,0,0,6,3.2,"Average",17
"Di Ghent Boulangerie","Gurgaon",1700,0,0,0,231,3.9,"Good",15
"Khyen Chyen","Gurgaon",800,1,1,0,364,3.7,"Good",35
"The Pint Room","Gurgaon",1700,1,0,0,127,3.7,"Good",23
"Tughlaq","Gurgaon",1000,0,1,0,351,3.5,"Good",52
"Big Wong XL","Gurgaon",1500,1,1,0,162,4,"Very Good",17
"Bunker","Gurgaon",1300,1,0,0,248,4.2,"Very Good",18
"Culture Cafe","Gurgaon",1500,1,1,0,144,4.2,"Very Good",43
"Nowhere Terrace Brewpub Cafe","Gurgaon",1600,1,0,0,214,4.1,"Very Good",18
"Cafe G - Crowne Plaza","Gurgaon",3500,1,0,0,181,3.9,"Good",52
"Wildfire - Crowne Plaza","Gurgaon",5000,1,0,0,131,3.7,"Good",62
"Isabella","Gurgaon",700,0,1,0,191,2.8,"Average",52
"Fatburger","Gurgaon",1000,1,1,0,793,3.3,"Average",1
"Burma Burma","Gurgaon",1500,1,0,0,563,4.6,"Excellent",4
"Pier 38","Gurgaon",1200,0,0,0,177,4.6,"Excellent",55
"Yum Yum Cha","Gurgaon",1800,0,0,0,407,4.5,"Excellent",17
"Amici Cafe","Gurgaon",1200,1,1,0,647,3.7,"Good",15
"Au Bon Pain","Gurgaon",600,0,1,0,503,3.7,"Good",15
"California Pizza Kitchen","Gurgaon",2500,1,1,0,980,3.7,"Good",56
"Chai Point","Gurgaon",200,0,1,0,544,3.7,"Good",68
"Cherry Comet","Gurgaon",400,0,1,0,455,3.6,"Good",30
"Circus","Gurgaon",1250,1,0,0,230,3.9,"Good",52
"Dunkin' Donuts","Gurgaon",600,0,1,0,701,3.8,"Good",13
"Holy Smoke","Gurgaon",1800,1,0,0,313,3.6,"Good",65
"Italiano","Gurgaon",1500,1,0,0,625,3.6,"Good",32
"Krispy Kreme","Gurgaon",350,0,1,0,425,3.9,"Good",19
"Not Just Paranthas","Gurgaon",1100,0,0,0,734,3.6,"Good",52
"Oh! Calcutta","Gurgaon",1700,1,1,0,706,3.8,"Good",8
"Olive Bistro","Gurgaon",2000,1,0,0,1490,3.9,"Good",43
"Pita Pit","Gurgaon",600,0,1,0,870,3.9,"Good",28
"Raasta","Gurgaon",2000,1,1,0,1065,3.8,"Good",18
"Red Mango","Gurgaon",700,0,1,0,365,3.6,"Good",15
"Rred Hot Asian Bistro","Gurgaon",1400,1,1,0,384,3.5,"Good",17
"Smaaash","Gurgaon",1400,0,0,0,622,3.9,"Good",52
"Starbucks","Gurgaon",700,0,0,0,560,3.9,"Good",15
"Sutra Gastropub","Gurgaon",2300,0,0,0,1046,3.8,"Good",43
"Taco Bell","Gurgaon",550,0,1,0,176,3.8,"Good",44
"The People & Co.","Gurgaon",1700,1,0,0,173,3.7,"Good",18
"Theobroma","Gurgaon",600,0,1,0,227,3.8,"Good",7
"Wendy's","Gurgaon",400,0,1,0,296,3.9,"Good",13
"The Wine Company","Gurgaon",2000,1,0,0,2412,2.4,"Poor",32
"Cafe Delhi Heights","Gurgaon",2000,0,0,0,1840,4,"Very Good",18
"Cyber Hub Social","Gurgaon",1500,1,1,0,716,4.3,"Very Good",18
"Delifrance - The France Cafe Bakery","Gurgaon",800,1,1,0,199,4,"Very Good",15
"Dhaba By Claridges","Gurgaon",2000,1,1,0,1658,4,"Very Good",52
"Farzi Cafe","Gurgaon",2200,0,0,0,4385,4.3,"Very Good",47
"Hard Rock Cafe","Gurgaon",2500,1,0,0,1949,4.1,"Very Good",43
"Instapizza","Gurgaon",900,1,1,0,219,4,"Very Good",56
"Made In Punjab","Gurgaon",1500,1,0,0,1595,4,"Very Good",52
"Nando's","Gurgaon",1200,1,1,0,1730,4,"Very Good",57
"Quaff","Gurgaon",1750,1,0,0,353,4.1,"Very Good",1
"SodaBottleOpenerWala","Gurgaon",1300,0,0,0,2843,4,"Very Good",54
"The Grill Mill","Gurgaon",1500,1,0,0,209,4,"Very Good",52
"Knight Rider","Gurgaon",1200,1,0,0,185,3.1,"Average",52
"Chaayos","Gurgaon",400,0,1,0,393,3.8,"Good",15
"Nooba","Gurgaon",1500,0,0,0,333,3.8,"Good",17
"Domino's Pizza","Gurgaon",700,0,0,0,125,2.4,"Poor",56
"Indigo Delicatessen","Gurgaon",1800,1,1,0,205,4.2,"Very Good",21
"Escape Terrace Bar Kitchen","Gurgaon",1700,1,0,0,294,3.4,"Average",23
"Kwaliti","Gurgaon",700,0,1,0,129,3.3,"Average",52
"Subway","Gurgaon",500,0,0,0,125,2.5,"Average",1
"Burger Point","Gurgaon",300,0,1,0,74,3.8,"Good",13
"Chaat Chowk","Gurgaon",350,0,1,0,217,3.7,"Good",66
"Chef Style","Gurgaon",700,1,1,0,239,3.8,"Good",52
"Delhicacy","Gurgaon",350,0,1,0,317,3.8,"Good",66
"Dimsum & Co.","Gurgaon",650,0,1,0,136,3.9,"Good",17
"Instapizza","Gurgaon",900,1,1,0,426,3.6,"Good",56
"L'Opera","Gurgaon",400,0,1,0,196,3.8,"Good",7
"Lazeez Food","Gurgaon",800,0,1,0,173,3.5,"Good",48
"Le Marche Sugar & Spice Cafe","Gurgaon",700,0,0,0,52,3.5,"Good",15
"The Breakfast Club","Gurgaon",500,0,1,0,189,3.5,"Good",18
"Sugar & Spice - Le Marche","Gurgaon",800,0,0,0,88,2.4,"Poor",7
"Crudo Juicery","Gurgaon",400,0,1,0,154,4.3,"Very Good",9
"Fork with Stick","Gurgaon",800,1,1,0,169,4,"Very Good",17
"Uptown Fresh Beer Cafe","Gurgaon",2500,0,0,0,230,4.1,"Very Good",23
"Barista","Gurgaon",650,0,1,0,18,3.2,"Average",15
"Cafe Coffee Day","Gurgaon",450,0,0,0,27,2.6,"Average",15
"Domino's Pizza","Gurgaon",700,0,0,0,30,2.8,"Average",56
"Italiano","Gurgaon",1500,0,0,0,49,3,"Average",32
"McDonald's","Gurgaon",500,0,0,0,30,2.6,"Average",22
"Parantha Gurus","Gurgaon",500,0,0,0,27,3.3,"Average",52
"Pizza Hut Delivery","Gurgaon",800,0,1,0,29,2.8,"Average",32
"Sibang Bakery","Gurgaon",300,0,0,0,13,3.3,"Average",7
"Sonya Bakery Cafe","Gurgaon",350,0,0,0,20,3.3,"Average",7
"Subway","Gurgaon",500,0,0,0,46,3.1,"Average",1
"Viva Hyderabad","Gurgaon",600,0,1,0,69,2.5,"Average",11
"7 Barrel Brew Pub","Gurgaon",2000,1,1,0,490,3.9,"Good",52
"Wai Yu Mun Ching","Gurgaon",800,0,1,0,112,3.5,"Good",17
"KFC","Gurgaon",500,0,1,0,73,2.2,"Poor",1
"Burmese Kitchen Plus","Gurgaon",800,0,0,0,65,3.4,"Average",14
"Drinks Come True","Gurgaon",150,0,0,0,9,3.1,"Average",9
"Eat All Nite","Gurgaon",800,0,1,0,184,3.2,"Average",52
"Frontier","Gurgaon",200,0,0,0,4,2.9,"Average",7
"GenY Cuisines","Gurgaon",250,0,0,0,4,3,"Average",17
"K Raga's","Gurgaon",600,0,0,0,5,2.9,"Average",52
"Kangri","Gurgaon",750,0,0,0,84,3.4,"Average",35
"Makhmali Kebabs","Gurgaon",550,0,0,0,10,3.2,"Average",48
"Masala Ville","Gurgaon",650,0,0,0,15,3.2,"Average",52
"Night Food Xprs","Gurgaon",650,0,0,0,12,3.1,"Average",17
"Roti Boti","Gurgaon",700,0,0,0,35,2.9,"Average",52
"Sama Chicken Biryani","Gurgaon",200,0,0,0,4,2.9,"Average",11
"Subway","Gurgaon",500,0,1,0,54,2.8,"Average",1
"The Rolling Pin Bakery","Gurgaon",500,0,0,0,10,3.1,"Average",7
"Weird Time Food","Gurgaon",600,0,1,0,7,3.1,"Average",18
"Twigly","Gurgaon",500,0,1,0,395,4.6,"Excellent",18
"Asian Haus","Gurgaon",1500,0,1,0,360,3.9,"Good",17
"Beyond Breads","Gurgaon",200,0,1,0,326,3.8,"Good",7
"Biryani By Kilo","Gurgaon",700,0,1,0,403,3.9,"Good",11
"Captain Grub","Gurgaon",1000,0,1,0,447,3.8,"Good",1
"Pita Pit","Gurgaon",600,0,1,0,56,3.5,"Good",28
"Rawleaf","Gurgaon",700,0,1,0,38,3.6,"Good",28
"Sushi Haus","Gurgaon",1300,0,1,0,124,3.8,"Good",33
"Angrezee Choupal","Gurgaon",500,0,1,0,299,3.8,"Good",52
"A 1 - Snacks and food corner","Gurgaon",350,0,1,0,16,2.5,"Average",52
"Anandum","Gurgaon",400,0,0,0,13,3.2,"Average",63
"Apni Rasoi","Gurgaon",400,0,1,0,160,3,"Average",52
"Banke Bihari Bhojanalay","Gurgaon",200,0,0,0,36,2.6,"Average",46
"Biryani 365","Gurgaon",700,0,1,0,17,3.2,"Average",48
"Bro's Kitchenette","Gurgaon",350,0,0,0,11,3.3,"Average",22
"Cafe Coffee Day","Gurgaon",450,0,0,0,9,3.1,"Average",15
"Cafe Coffee Day","Gurgaon",450,0,0,0,26,3.2,"Average",15
"Cafe Du Rendezvous","Gurgaon",400,0,1,0,21,3.2,"Average",15
"Cake 24x7","Gurgaon",600,0,1,1,25,3.3,"Average",7
"Cake On Wheels","Gurgaon",200,0,1,0,18,2.8,"Average",7
"Cake Point","Gurgaon",600,0,1,1,7,2.9,"Average",7
"Cake Point","Gurgaon",600,0,1,0,35,3,"Average",7
"Cakes Degree","Gurgaon",300,0,1,0,18,3.4,"Average",7
"Chateau Garlic","Gurgaon",700,0,0,0,14,3,"Average",52
"Chennai Express","Gurgaon",300,0,0,0,15,3.2,"Average",63
"Crust N Cakes","Gurgaon",550,0,1,0,18,3.4,"Average",7
"Dabba Meat","Gurgaon",550,0,1,0,29,3.4,"Average",52
"Deepak Rasoi","Gurgaon",450,0,0,0,22,2.7,"Average",52
"Foodaucity - Bum Bum Bholey Ke Chole Bhature","Gurgaon",300,0,0,0,14,3.3,"Average",66
"Foodies Nation","Gurgaon",300,0,0,0,19,3.4,"Average",17
"Goli Vada Pav No. 1","Gurgaon",150,0,1,0,83,3.1,"Average",66
"Grandma's Kitchen","Gurgaon",400,0,1,1,20,2.5,"Average",52
"Gurgaon Hights","Gurgaon",400,0,1,0,19,2.5,"Average",52
"Idliss","Gurgaon",400,0,1,0,359,3.4,"Average",63
"Indian Home Food","Gurgaon",600,0,1,0,51,2.6,"Average",52
"Jetha Lal Ka Dhabha","Gurgaon",400,0,1,0,53,3.1,"Average",52
"Kusum Rolls","Gurgaon",350,0,1,0,71,3.1,"Average",22
"Megha Vaishno Dhaba","Gurgaon",300,0,0,0,33,3.1,"Average",52
"Nikhil Food Point","Gurgaon",200,0,0,0,19,2.7,"Average",17
"Plan B","Gurgaon",1000,1,0,0,132,3.4,"Average",52
"Punjabi Zaika","Gurgaon",500,0,1,0,74,3.2,"Average",52
"Rasoi","Gurgaon",500,0,0,0,6,3,"Average",52
"Roll's Royce","Gurgaon",200,0,1,0,42,3.2,"Average",22
"Shree Bikaner Misthan Bhandar","Gurgaon",100,0,1,0,29,3.1,"Average",66
"Smokey Pan","Gurgaon",300,0,0,0,14,3.2,"Average",52
"Surprise O Meal","Gurgaon",550,0,1,0,35,3.4,"Average",18
"Tandoor on The Way","Gurgaon",300,0,1,0,45,3.2,"Average",22
"Tawa N Tandoor","Gurgaon",600,0,1,0,51,2.7,"Average",52
"The Paradise Biryani","Gurgaon",700,0,1,0,22,2.9,"Average",11
"The Royal","Gurgaon",550,0,0,0,15,3.3,"Average",22
"Theka Desi Khaana","Gurgaon",350,0,1,0,12,3,"Average",52
"Tobasco Kitchen","Gurgaon",500,0,1,0,38,3.2,"Average",22
"Tpot","Gurgaon",400,0,0,0,15,3.2,"Average",22
"Uncle's Cafe","Gurgaon",350,0,0,0,23,2.7,"Average",52
"Welcome Cafeteria","Gurgaon",600,0,1,0,23,3.3,"Average",52
"Yo Yo China Town","Gurgaon",400,0,1,0,31,2.8,"Average",17
"Caterspoint","Gurgaon",500,0,1,0,223,4.9,"Excellent",44
"Bake-a-boo","Gurgaon",200,0,1,0,55,3.7,"Good",7
"Burger Hut","Gurgaon",300,0,1,0,319,3.6,"Good",13
"China Gatherings","Gurgaon",550,0,1,0,46,3.5,"Good",17
"Crazy Bhukkhad","Gurgaon",400,0,1,0,54,3.9,"Good",52
"Deez Biryani & Kebabs","Gurgaon",800,0,1,0,371,3.7,"Good",11
"Fomads","Gurgaon",300,0,0,0,26,3.6,"Good",52
"Happy Beings","Gurgaon",500,0,1,0,66,3.5,"Good",52
"InstaDozza","Gurgaon",250,0,1,0,28,3.5,"Good",63
"Mom's Kitchen","Gurgaon",300,0,1,0,27,3.5,"Good",52
"The Baker's Bar  ... Bakery & Cafe","Gurgaon",400,0,0,0,29,3.6,"Good",32
"Veg Ex","Gurgaon",500,0,1,0,45,3.8,"Good",52
"Volt - By Plan B","Gurgaon",1000,1,0,0,19,3.5,"Good",43
"ZASTY","Gurgaon",500,0,1,0,52,3.5,"Good",18
"Aahar","Gurgaon",400,0,1,0,60,2,"Poor",52
"Chicken Bytes","Gurgaon",500,0,1,0,34,2.1,"Poor",52
"Flying Cakes","Gurgaon",350,0,1,0,136,2.2,"Poor",7
"Punjabi Tadka","Gurgaon",500,0,0,0,43,2.2,"Poor",52
"Coldpress Company","Gurgaon",500,0,1,0,34,4,"Very Good",28
"Crudo Juicery","Gurgaon",400,0,1,0,33,4.3,"Very Good",9
"First Eat","Gurgaon",300,0,0,0,162,4,"Very Good",28
"Zoe","Gurgaon",700,0,1,0,217,4.3,"Very Good",34
"Dabba Meat","Gurgaon",550,0,1,1,195,3.1,"Average",52
"Kashmiri Kitchen","Gurgaon",1000,1,1,0,210,3.4,"Average",35
"Rumi's Kitchen","Gurgaon",500,0,1,0,165,3.4,"Average",11
"Baking Bad","Gurgaon",1000,0,1,0,98,3.7,"Good",32
"Bamboo Boat","Gurgaon",700,0,1,0,115,3.8,"Good",33
"Big Jack's","Gurgaon",800,0,1,0,129,3.5,"Good",18
"Kebab Gali","Gurgaon",600,0,1,0,164,3.9,"Good",52
"Lucknow Mail","Gurgaon",800,0,1,0,86,3.8,"Good",6
"Monster's Cafe","Gurgaon",1200,0,1,1,269,3.5,"Good",18
"Monty's Chicken Wings","Gurgaon",600,0,1,0,124,3.9,"Good",22
"My Country Platter","Gurgaon",600,0,1,0,61,3.8,"Good",4
"SARA World Cuisine","Gurgaon",500,0,1,0,90,3.9,"Good",32
"Wah! Amritsar","Gurgaon",750,0,1,0,213,3.6,"Good",52
"World In A Box","Gurgaon",750,0,1,0,461,3.6,"Good",28
"Bun Intended","Gurgaon",850,0,1,0,93,4.2,"Very Good",13
"Cafe Gatherings","Gurgaon",750,0,1,0,161,4.4,"Very Good",15
"Cafe Soul Garden","Gurgaon",1300,1,1,0,255,4.1,"Very Good",15
"Food O Gram","Gurgaon",600,0,1,0,88,4,"Very Good",52
"Happy Hakka","Gurgaon",650,0,1,0,134,4.1,"Very Good",17
"Kaiser","Gurgaon",650,0,1,0,152,4.1,"Very Good",52
"Pizza Central","Gurgaon",600,0,1,0,151,4.1,"Very Good",22
"Tasty Fare","Gurgaon",600,0,1,0,42,3.4,"Average",1
"Burger Point","Gurgaon",300,0,1,0,39,3.6,"Good",13
"Drifters Cafe","Gurgaon",400,0,1,0,40,3.9,"Good",17
"Oh! Fudge","Gurgaon",300,0,1,0,93,3.8,"Good",7
"Anjlika","Gurgaon",400,0,0,0,7,3.1,"Average",7
"IZU","Gurgaon",1100,1,1,0,129,3.4,"Average",33
"Sugar & Spice - Le Marche","Gurgaon",800,0,0,0,107,2.9,"Average",7
"Bizibean","Gurgaon",550,0,0,0,59,3.6,"Good",15
"ChandChini","Gurgaon",800,1,0,0,40,3.8,"Good",52
"Coffee & Chai Co.","Gurgaon",1100,1,1,0,296,3.6,"Good",32
"Greek Food & Beyond","Gurgaon",1200,1,0,0,27,3.6,"Good",26
"Mediumwelldone","Gurgaon",1800,1,1,0,259,3.5,"Good",1
"Sonya Bakery Cafe","Gurgaon",350,0,0,0,34,3.5,"Good",7
"Soul & Spice Co.","Gurgaon",1000,1,1,0,120,3.8,"Good",52
"7 Degrees Brauhaus","Gurgaon",3200,1,0,0,1193,4.2,"Very Good",18
"Cafe Amaretto","Gurgaon",1400,1,1,0,147,4.1,"Very Good",15
"Sibang Bakery","Gurgaon",500,0,1,0,227,4.1,"Very Good",7
"The Hangout by 1861","Gurgaon",1600,1,1,0,192,4,"Very Good",18
"The Mad Teapot/The Wishing Chair","Gurgaon",1000,1,0,0,83,4.4,"Very Good",15
"Ninkasi Imperial Brews & Cookery","Gurgaon",3000,1,0,0,77,4.2,"Very Good",52
"Zaffran","Gurgaon",1600,0,1,0,229,4.1,"Very Good",52
"Spiritual Bar & Lounge-DoubleTree by Hilton","Gurgaon",2000,1,0,0,52,3.4,"Average",56
"The Food Store - DoubleTree by Hilton","Gurgaon",3000,1,0,0,58,3.6,"Good",21
"Barista","Gurgaon",650,0,1,0,25,3.3,"Average",15
"Burger King","Gurgaon",500,0,1,0,452,3.4,"Average",13
"Club Mojo","Gurgaon",2000,1,0,0,35,2.6,"Average",52
"KFC","Gurgaon",500,0,1,0,134,2.6,"Average",1
"Not Just Paranthas","Gurgaon",1100,1,1,0,426,2.7,"Average",52
"Shree Rathnam","Gurgaon",800,0,1,0,108,2.9,"Average",63
"Mogli's Coffee","Gurgaon",150,0,0,0,35,3.8,"Good",15
"Pind Balluchi","Gurgaon",800,0,1,0,26,2.6,"Average",52
"Sip n Bite","Gurgaon",500,0,1,0,38,3.2,"Average",52
"Abar Khabo","Gurgaon",550,0,1,0,86,3.6,"Good",8
"Moti Mahal Delux","Gurgaon",1000,1,1,0,29,3.6,"Good",52
"The Lost Mughal","Gurgaon",700,0,1,0,43,3.8,"Good",52
"Fortune Deli - Fortune Select Excalibur","Gurgaon",1000,0,0,0,42,3.6,"Good",7
"India on my Plate - Fortune Select Excalibur","Gurgaon",2000,1,0,0,111,4,"Very Good",52
"Orchid - Fortune Select Global","Gurgaon",2500,1,0,0,20,2.6,"Average",52
"Hungry Buffoons","Gurgaon",300,0,0,0,24,2.7,"Average",52
"Karim's","Gurgaon",1000,1,1,0,261,2.8,"Average",48
"Manhattan Brewery & Bar Exchange","Gurgaon",2000,0,0,0,2093,4.6,"Excellent",23
"Di Miso","Gurgaon",1500,0,0,0,38,3.6,"Good",37
"Kuuraku","Gurgaon",1250,1,0,0,106,3.9,"Good",33
"Vapour Bar Exchange","Gurgaon",1600,1,0,0,31,3.8,"Good",18
"19 Flavours Biryani","Gurgaon",700,0,1,0,84,4.1,"Very Good",48
"Bhai Ji Foods","Gurgaon",400,0,1,0,165,3.3,"Average",52
"Captain Bill$ Deliverz","Gurgaon",1000,0,1,1,185,2.7,"Average",52
"Curry n Phulka","Gurgaon",550,0,1,0,48,2.8,"Average",52
"Jaguar","Gurgaon",800,1,0,0,14,2.8,"Average",17
"Jalsa Lounge","Gurgaon",850,1,0,0,37,3.2,"Average",52
"Lord of Grillz","Gurgaon",800,0,1,0,30,3.2,"Average",17
"Midnight Cravings Beyond Control","Gurgaon",800,0,1,0,336,3.3,"Average",52
"Outback","Gurgaon",1000,1,1,0,106,3.4,"Average",18
"The Cinnamon Kitchen","Gurgaon",600,0,0,0,50,3.4,"Average",52
"Dudleys","Gurgaon",1000,0,1,0,150,4.6,"Excellent",1
"56 Ristorante Italiano","Gurgaon",2200,1,1,0,416,3.7,"Good",32
"All Time Cafe","Gurgaon",500,0,0,0,32,3.6,"Good",52
"Baba's","Gurgaon",900,0,1,0,110,3.6,"Good",52
"Chilli Indiana","Gurgaon",500,0,0,0,74,3.8,"Good",32
"Go Kylin","Gurgaon",1500,0,1,0,81,3.5,"Good",33
"Just for Chai","Gurgaon",450,0,0,0,116,3.5,"Good",15
"Kabab Mistri","Gurgaon",550,0,1,0,36,3.6,"Good",52
"Nashta","Gurgaon",700,0,0,0,224,3.7,"Good",28
"Nooba","Gurgaon",1500,0,0,0,148,3.6,"Good",17
"Side Wok","Gurgaon",2000,1,1,0,280,3.9,"Good",14
"Takamaka","Gurgaon",1700,1,0,0,67,3.9,"Good",52
"The Ark","Gurgaon",2000,1,0,0,45,3.7,"Good",61
"The Gathering Hut","Gurgaon",700,0,1,0,27,3.5,"Good",52
"Wangchuk's Ladakhi Kitchen","Gurgaon",850,0,1,0,241,3.6,"Good",71
